file	accession	organism	n_contigs	total_len	domain	mag	n50	Completeness	Contamination	genome	n_qc_pass	n	qc_rate_current	mean_cov	med_cov	max_cov
GCA_041392585.1_ASM4139258v1_genomic.fna	GCA_041392585.1	Saprospiraceae bacterium (CFB group bacteria)	13	5123875	Bacteria	GCA_041392585.1_ASM4139258v1_genomic	832442	93.34	0.46	GCA_041392585.1_ASM4139258v1_genomic	0	9	0.0	3.304598438	2.634684337	5.658163785
GCA_041392605.1_ASM4139260v1_genomic.fna	GCA_041392605.1	Saprospiraceae bacterium (CFB group bacteria)	18	6393448	Bacteria	GCA_041392605.1_ASM4139260v1_genomic	508118	97.86	0.31	GCA_041392605.1_ASM4139260v1_genomic	0	9	0.0	2.963505799888889	2.144151301	7.667482745
GCA_041392615.1_ASM4139261v1_genomic.fna	GCA_041392615.1	Saprospiraceae bacterium (CFB group bacteria)	67	3625142	Bacteria	GCA_041392615.1_ASM4139261v1_genomic	81712	54.82	1.04	GCA_041392615.1_ASM4139261v1_genomic	0	9	0.0	2.634003536375	2.4427561935	3.876472055
GCA_041392625.1_ASM4139262v1_genomic.fna	GCA_041392625.1	Saprospiraceae bacterium (CFB group bacteria)	81	4802159	Bacteria	GCA_041392625.1_ASM4139262v1_genomic	133400	94.5	1.11	GCA_041392625.1_ASM4139262v1_genomic	0	9	0.0	2.018985764888889	1.891771388	2.685192157
GCA_041392665.1_ASM4139266v1_genomic.fna	GCA_041392665.1	Saprospiraceae bacterium (CFB group bacteria)	63	9440025	Bacteria	GCA_041392665.1_ASM4139266v1_genomic	202820	99.97	1.67	GCA_041392665.1_ASM4139266v1_genomic	0	9	0.0	2.2785653955555554	1.789955647	4.878397416
GCA_041392685.1_ASM4139268v1_genomic.fna	GCA_041392685.1	Saprospiraceae bacterium (CFB group bacteria)	99	6140032	Bacteria	GCA_041392685.1_ASM4139268v1_genomic	122482	100.0	4.3	GCA_041392685.1_ASM4139268v1_genomic	0	9	0.0	2.237698902888889	1.920067146	3.070275329
GCA_041392695.1_ASM4139269v1_genomic.fna	GCA_041392695.1	Saprospiraceae bacterium (CFB group bacteria)	105	2897054	Bacteria	GCA_041392695.1_ASM4139269v1_genomic	43378	42.78	2.1	GCA_041392695.1_ASM4139269v1_genomic	0	9	0.0	1.8810695450000001	1.869434398	2.376706677
GCA_041392715.1_ASM4139271v1_genomic.fna	GCA_041392715.1	Saprospiraceae bacterium (CFB group bacteria)	112	3934619	Bacteria	GCA_041392715.1_ASM4139271v1_genomic	88843	65.4	1.44	GCA_041392715.1_ASM4139271v1_genomic	0	9	0.0	1.8963083809999999	1.856117357	2.4284327
GCA_041392725.1_ASM4139272v1_genomic.fna	GCA_041392725.1	Saprospiraceae bacterium (CFB group bacteria)	162	5412622	Bacteria	GCA_041392725.1_ASM4139272v1_genomic	62075	61.23	2.24	GCA_041392725.1_ASM4139272v1_genomic	0	9	0.0	2.048130041111111	1.766427934	2.999507507
GCA_041392765.1_ASM4139276v1_genomic.fna	GCA_041392765.1	Saprospiraceae bacterium (CFB group bacteria)	77	5175968	Bacteria	GCA_041392765.1_ASM4139276v1_genomic	111763	90.54	0.8	GCA_041392765.1_ASM4139276v1_genomic	0	9	0.0	1.8658282836666666	1.680979721	3.17524108
GCA_041392785.1_ASM4139278v1_genomic.fna	GCA_041392785.1	Saprospiraceae bacterium (CFB group bacteria)	17	3843275	Bacteria	GCA_041392785.1_ASM4139278v1_genomic	288790	100.0	0.0	GCA_041392785.1_ASM4139278v1_genomic	0	9	0.0	2.022726002	1.807904145	3.347869092
GCA_041392805.1_ASM4139280v1_genomic.fna	GCA_041392805.1	Saprospiraceae bacterium (CFB group bacteria)	4	9690065	Bacteria	GCA_041392805.1_ASM4139280v1_genomic	5763876	100.0	3.65	GCA_041392805.1_ASM4139280v1_genomic	0	9	0.0	5.5482688583333335	4.24693127	15.00381799
GCA_041392825.1_ASM4139282v1_genomic.fna	GCA_041392825.1	Saprospiraceae bacterium (CFB group bacteria)	30	4398371	Bacteria	GCA_041392825.1_ASM4139282v1_genomic	278550	92.64	0.05	GCA_041392825.1_ASM4139282v1_genomic	1	9	0.1111111111111111	2.0526193874444445	1.8417958	2.675927998
GCA_041392835.1_ASM4139283v1_genomic.fna	GCA_041392835.1	Chitinophagaceae bacterium (CFB group bacteria)	17	3092252	Bacteria	GCA_041392835.1_ASM4139283v1_genomic	449073	100.0	0.47	GCA_041392835.1_ASM4139283v1_genomic	0	9	0.0	2.4689195693333335	2.15834294	3.781086081
GCA_041392845.1_ASM4139284v1_genomic.fna	GCA_041392845.1	Saprospiraceae bacterium (CFB group bacteria)	93	5500931	Bacteria	GCA_041392845.1_ASM4139284v1_genomic	130737	98.19	3.63	GCA_041392845.1_ASM4139284v1_genomic	0	9	0.0	1.9518369997777778	2.091821679	2.941734297
GCA_041392855.1_ASM4139285v1_genomic.fna	GCA_041392855.1	Flavipsychrobacter sp. (CFB group bacteria)	3	3388971	Bacteria	GCA_041392855.1_ASM4139285v1_genomic	2966268	100.0	0.08	GCA_041392855.1_ASM4139285v1_genomic	0	9	0.0	2.606423181222222	2.151293127	3.858898857
GCA_041392895.1_ASM4139289v1_genomic.fna	GCA_041392895.1	Saprospiraceae bacterium (CFB group bacteria)	60	2916806	Bacteria	GCA_041392895.1_ASM4139289v1_genomic	66445	85.36	0.87	GCA_041392895.1_ASM4139289v1_genomic	0	9	0.0	1.8382024827777776	1.826046811	2.457831852
GCA_041392925.1_ASM4139292v1_genomic.fna	GCA_041392925.1	Chitinophagaceae bacterium (CFB group bacteria)	49	2723778	Bacteria	GCA_041392925.1_ASM4139292v1_genomic	147772	100.0	1.0	GCA_041392925.1_ASM4139292v1_genomic	0	9	0.0	6.275980133666667	2.459397523	24.30599984
GCA_041392935.1_ASM4139293v1_genomic.fna	GCA_041392935.1	Ferruginibacter sp. (CFB group bacteria)	47	2589779	Bacteria	GCA_041392935.1_ASM4139293v1_genomic	145669	79.94	0.16	GCA_041392935.1_ASM4139293v1_genomic	0	9	0.0	1.734370977888889	1.65982722	2.457608051
GCA_041392945.1_ASM4139294v1_genomic.fna	GCA_041392945.1	Chitinophagales bacterium (CFB group bacteria)	25	2840273	Bacteria	GCA_041392945.1_ASM4139294v1_genomic	457732	91.65	0.0	GCA_041392945.1_ASM4139294v1_genomic	1	9	0.1111111111111111	19.168606479333334	3.565181048	82.96197716
GCA_041392955.1_ASM4139295v1_genomic.fna	GCA_041392955.1	Chitinophagales bacterium (CFB group bacteria)	54	3133195	Bacteria	GCA_041392955.1_ASM4139295v1_genomic	79963	76.12	0.1	GCA_041392955.1_ASM4139295v1_genomic	0	9	0.0	2.852911658111111	2.720997437	6.192430283
GCA_041392965.1_ASM4139296v1_genomic.fna	GCA_041392965.1	Chitinophagales bacterium (CFB group bacteria)	53	2658905	Bacteria	GCA_041392965.1_ASM4139296v1_genomic	99456	94.8	4.64	GCA_041392965.1_ASM4139296v1_genomic	0	9	0.0	8.726366353	7.643941982	18.74002328
GCA_041393015.1_ASM4139301v1_genomic.fna	GCA_041393015.1	Chitinophagales bacterium (CFB group bacteria)	24	4244533	Bacteria	GCA_041393015.1_ASM4139301v1_genomic	404879	99.86	0.28	GCA_041393015.1_ASM4139301v1_genomic	0	9	0.0	2.674029197222222	2.128070835	6.083342389
GCA_041393035.1_ASM4139303v1_genomic.fna	GCA_041393035.1	Chitinophagales bacterium (CFB group bacteria)	6	2510602	Bacteria	GCA_041393035.1_ASM4139303v1_genomic	529354	92.2	0.03	GCA_041393035.1_ASM4139303v1_genomic	0	9	0.0	4.553121764	3.52460746	11.88485759
GCA_041393055.1_ASM4139305v1_genomic.fna	GCA_041393055.1	Chitinophagales bacterium (CFB group bacteria)	68	3108127	Bacteria	GCA_041393055.1_ASM4139305v1_genomic	91209	59.83	1.66	GCA_041393055.1_ASM4139305v1_genomic	0	9	0.0	2.0301043035555555	1.980700768	3.117204272
GCA_041393075.1_ASM4139307v1_genomic.fna	GCA_041393075.1	Chitinophagales bacterium (CFB group bacteria)	18	4042860	Bacteria	GCA_041393075.1_ASM4139307v1_genomic	371791	100.0	0.16	GCA_041393075.1_ASM4139307v1_genomic	1	9	0.1111111111111111	3.2610009013333334	2.607998096	9.210481868
GCA_041393095.1_ASM4139309v1_genomic.fna	GCA_041393095.1	Chitinophagales bacterium (CFB group bacteria)	47	2144819	Bacteria	GCA_041393095.1_ASM4139309v1_genomic	88149	71.54	1.7	GCA_041393095.1_ASM4139309v1_genomic	0	9	0.0	2.0813029274444443	1.947517412	3.271140452
GCA_041393115.1_ASM4139311v1_genomic.fna	GCA_041393115.1	Bacteroidales bacterium (CFB group bacteria)	45	3716255	Bacteria	GCA_041393115.1_ASM4139311v1_genomic	121841	99.95	2.46	GCA_041393115.1_ASM4139311v1_genomic	0	9	0.0	1.8238889334444446	1.651302419	3.083101853
GCA_041393135.1_ASM4139313v1_genomic.fna	GCA_041393135.1	Bacteroidales bacterium (CFB group bacteria)	47	3221907	Bacteria	GCA_041393135.1_ASM4139313v1_genomic	123681	78.43	2.75	GCA_041393135.1_ASM4139313v1_genomic	0	9	0.0	1.687893222	1.62081616	2.482618403
GCA_041393155.1_ASM4139315v1_genomic.fna	GCA_041393155.1	Bacteroidales bacterium (CFB group bacteria)	76	2118879	Bacteria	GCA_041393155.1_ASM4139315v1_genomic	43480	43.06	1.22	GCA_041393155.1_ASM4139315v1_genomic	0	9	0.0	2.304866471375	2.1300906235	4.101692345
GCA_041393175.1_ASM4139317v1_genomic.fna	GCA_041393175.1	Bacteroidales bacterium (CFB group bacteria)	56	1934342	Bacteria	GCA_041393175.1_ASM4139317v1_genomic	56764	46.63	0.45	GCA_041393175.1_ASM4139317v1_genomic	1	9	0.1111111111111111	2.207703947166667	1.9952286085	3.638124978
GCA_041393195.1_ASM4139319v1_genomic.fna	GCA_041393195.1	Bacteroides graminisolvens (CFB group bacteria)	55	2457010	Bacteria	GCA_041393195.1_ASM4139319v1_genomic	82663	76.33	2.26	GCA_041393195.1_ASM4139319v1_genomic	0	9	0.0	1.764453108	1.658433251	2.682541028
GCA_041393215.1_ASM4139321v1_genomic.fna	GCA_041393215.1	Draconibacterium sp. (CFB group bacteria)	66	5607931	Bacteria	GCA_041393215.1_ASM4139321v1_genomic	193203	99.99	0.65	GCA_041393215.1_ASM4139321v1_genomic	0	9	0.0	3.227696429888889	1.687820001	12.5955049
GCA_041393235.1_ASM4139323v1_genomic.fna	GCA_041393235.1	Bacteroidales bacterium (CFB group bacteria)	55	4146489	Bacteria	GCA_041393235.1_ASM4139323v1_genomic	131441	89.33	1.12	GCA_041393235.1_ASM4139323v1_genomic	0	9	0.0	2.7059776977777776	2.55440097	5.909940211
GCA_041393255.1_ASM4139325v1_genomic.fna	GCA_041393255.1	Bacteroidales bacterium (CFB group bacteria)	102	5102240	Bacteria	GCA_041393255.1_ASM4139325v1_genomic	117145	71.41	2.66	GCA_041393255.1_ASM4139325v1_genomic	0	9	0.0	2.2079920235555557	1.927463386	4.484799216
GCA_041393275.1_ASM4139327v1_genomic.fna	GCA_041393275.1	Bacteroidales bacterium (CFB group bacteria)	102	3269411	Bacteria	GCA_041393275.1_ASM4139327v1_genomic	50830	63.25	1.14	GCA_041393275.1_ASM4139327v1_genomic	0	9	0.0	2.330839714666667	2.037334858	3.669037253
GCA_041393295.1_ASM4139329v1_genomic.fna	GCA_041393295.1	Bacteroidia bacterium (CFB group bacteria)	15	3030499	Bacteria	GCA_041393295.1_ASM4139329v1_genomic	542830	99.94	0.12	GCA_041393295.1_ASM4139329v1_genomic	0	9	0.0	1.8725509677777776	1.749635629	2.696496497
GCA_041393315.1_ASM4139331v1_genomic.fna	GCA_041393315.1	Bacteroidales bacterium (CFB group bacteria)	47	4196183	Bacteria	GCA_041393315.1_ASM4139331v1_genomic	226450	83.1	2.42	GCA_041393315.1_ASM4139331v1_genomic	0	9	0.0	2.0512513003333335	1.993367011	3.136326689
GCA_041393335.1_ASM4139333v1_genomic.fna	GCA_041393335.1	Bacteroidia bacterium (CFB group bacteria)	69	2269648	Bacteria	GCA_041393335.1_ASM4139333v1_genomic	53962	64.65	0.52	GCA_041393335.1_ASM4139333v1_genomic	0	9	0.0	2.6222209565555556	2.594326892	4.004174895
GCA_041393355.1_ASM4139335v1_genomic.fna	GCA_041393355.1	Bacteroidia bacterium (CFB group bacteria)	51	2946174	Bacteria	GCA_041393355.1_ASM4139335v1_genomic	87382	72.46	0.63	GCA_041393355.1_ASM4139335v1_genomic	0	9	0.0	1.9995367652222222	1.847014674	2.796763201
GCA_041393375.1_ASM4139337v1_genomic.fna	GCA_041393375.1	Fimbriimonadaceae bacterium (bacteria)	30	1630937	Bacteria	GCA_041393375.1_ASM4139337v1_genomic	102427	52.68	0.17	GCA_041393375.1_ASM4139337v1_genomic	0	9	0.0	2.452474372111111	2.086102302	6.124863591
GCA_041393395.1_ASM4139339v1_genomic.fna	GCA_041393395.1	bacterium (bacteria)	10	4931181	Bacteria	GCA_041393395.1_ASM4139339v1_genomic	973162	97.2	0.95	GCA_041393395.1_ASM4139339v1_genomic	0	9	0.0	3.4495633616666668	3.624183477	5.409720526
GCA_041393415.1_ASM4139341v1_genomic.fna	GCA_041393415.1	Thermoleophilia bacterium (actinobacteria)	11	2470263	Bacteria	GCA_041393415.1_ASM4139341v1_genomic	307989	100.0	0.86	GCA_041393415.1_ASM4139341v1_genomic	0	9	0.0	5.118101703111112	2.924726175	22.74072342
GCA_041393435.1_ASM4139343v1_genomic.fna	GCA_041393435.1	Solirubrobacterales bacterium (actinobacteria)	77	4580109	Bacteria	GCA_041393435.1_ASM4139343v1_genomic	211005	86.96	2.89	GCA_041393435.1_ASM4139343v1_genomic	0	9	0.0	2.6100489689999997	2.380242277	4.805672632
GCA_041393445.1_ASM4139344v1_genomic.fna	GCA_041393445.1	Solirubrobacterales bacterium (actinobacteria)	7	3330763	Bacteria	GCA_041393445.1_ASM4139344v1_genomic	716911	93.55	3.55	GCA_041393445.1_ASM4139344v1_genomic	0	9	0.0	3.7412152231111113	2.414737416	13.11079122
GCA_041393475.1_ASM4139347v1_genomic.fna	GCA_041393475.1	Solirubrobacterales bacterium (actinobacteria)	22	2772865	Bacteria	GCA_041393475.1_ASM4139347v1_genomic	200614	95.92	0.01	GCA_041393475.1_ASM4139347v1_genomic	0	9	0.0	4.971737891666667	4.601895414	9.695664641
GCA_041393495.1_ASM4139349v1_genomic.fna	GCA_041393495.1	Solirubrobacterales bacterium (actinobacteria)	30	2716388	Bacteria	GCA_041393495.1_ASM4139349v1_genomic	136181	85.49	0.32	GCA_041393495.1_ASM4139349v1_genomic	0	9	0.0	2.767413750666667	2.461132022	5.641196194
GCA_041393515.1_ASM4139351v1_genomic.fna	GCA_041393515.1	Solirubrobacterales bacterium (actinobacteria)	24	3342075	Bacteria	GCA_041393515.1_ASM4139351v1_genomic	545228	95.04	0.86	GCA_041393515.1_ASM4139351v1_genomic	0	9	0.0	2.1317166688888887	2.027566672	3.129445553
GCA_041393535.1_ASM4139353v1_genomic.fna	GCA_041393535.1	Thermoleophilia bacterium (actinobacteria)	40	4878605	Bacteria	GCA_041393535.1_ASM4139353v1_genomic	510206	90.8	3.5	GCA_041393535.1_ASM4139353v1_genomic	0	9	0.0	2.6363337384444443	2.53217366	4.132417505
GCA_041393555.1_ASM4139355v1_genomic.fna	GCA_041393555.1	Tessaracoccus sp. (high G+C Gram-positive bacteria)	53	3763308	Bacteria	GCA_041393555.1_ASM4139355v1_genomic	171863	85.54	3.99	GCA_041393555.1_ASM4139355v1_genomic	0	9	0.0	2.030534685666667	1.858785271	3.55098392
GCA_041393575.1_ASM4139357v1_genomic.fna	GCA_041393575.1	Thermoleophilia bacterium (actinobacteria)	17	2858921	Bacteria	GCA_041393575.1_ASM4139357v1_genomic	367549	92.67	0.56	GCA_041393575.1_ASM4139357v1_genomic	0	9	0.0	2.7545164774444446	2.275114533	4.935843016
GCA_041393595.1_ASM4139359v1_genomic.fna	GCA_041393595.1	Micropruina glycogenica (high G+C Gram-positive bacteria)	80	3093879	Bacteria	GCA_041393595.1_ASM4139359v1_genomic	99784	78.81	1.97	GCA_041393595.1_ASM4139359v1_genomic	0	9	0.0	2.2916517096666666	2.221410409	3.123585956
GCA_041393615.1_ASM4139361v1_genomic.fna	GCA_041393615.1	Nocardioides sp. (high G+C Gram-positive bacteria)	63	3421036	Bacteria	GCA_041393615.1_ASM4139361v1_genomic	168574	59.88	1.25	GCA_041393615.1_ASM4139361v1_genomic	0	9	0.0	2.6582098276666666	2.406080991	4.235957834
GCA_041393635.1_ASM4139363v1_genomic.fna	GCA_041393635.1	Micropruina sp. (high G+C Gram-positive bacteria)	64	2981747	Bacteria	GCA_041393635.1_ASM4139363v1_genomic	76918	61.56	2.69	GCA_041393635.1_ASM4139363v1_genomic	0	9	0.0	2.1836693038888892	2.197266062	3.301033571
GCA_041393655.1_ASM4139365v1_genomic.fna	GCA_041393655.1	Micropruina glycogenica (high G+C Gram-positive bacteria)	55	3364727	Bacteria	GCA_041393655.1_ASM4139365v1_genomic	137674	94.27	1.24	GCA_041393655.1_ASM4139365v1_genomic	0	9	0.0	2.097901618	1.877223332	3.747483053
GCA_041393675.1_ASM4139367v1_genomic.fna	GCA_041393675.1	Nocardioides sp. (high G+C Gram-positive bacteria)	39	3483841	Bacteria	GCA_041393675.1_ASM4139367v1_genomic	286309	72.6	1.76	GCA_041393675.1_ASM4139367v1_genomic	0	9	0.0	2.510775325777778	2.414846204	3.704733593
GCA_041393695.1_ASM4139369v1_genomic.fna	GCA_041393695.1	Nocardioidaceae bacterium (high G+C Gram-positive bacteria)	13	2687441	Bacteria	GCA_041393695.1_ASM4139369v1_genomic	822549	93.51	1.34	GCA_041393695.1_ASM4139369v1_genomic	0	9	0.0	1.6548778366666665	1.683629071	1.920821191
GCA_041393715.1_ASM4139371v1_genomic.fna	GCA_041393715.1	Nocardioides sp. (high G+C Gram-positive bacteria)	27	3680346	Bacteria	GCA_041393715.1_ASM4139371v1_genomic	345382	97.02	0.46	GCA_041393715.1_ASM4139371v1_genomic	0	9	0.0	2.5027701076666666	2.42762833	3.943503029
GCA_041393735.1_ASM4139373v1_genomic.fna	GCA_041393735.1	Marmoricola sp. (high G+C Gram-positive bacteria)	23	2546771	Bacteria	GCA_041393735.1_ASM4139373v1_genomic	313204	70.2	0.8	GCA_041393735.1_ASM4139373v1_genomic	0	9	0.0	1.8164121858888889	1.979175018	2.073276961
GCA_041393755.1_ASM4139375v1_genomic.fna	GCA_041393755.1	Candidatus Nanopelagicales bacterium (high G+C Gram-positive bacteria)	57	1760231	Bacteria	GCA_041393755.1_ASM4139375v1_genomic	69646	55.07	2.99	GCA_041393755.1_ASM4139375v1_genomic	1	9	0.1111111111111111	8.093937053111112	6.148911186	19.31687767
GCA_041393775.1_ASM4139377v1_genomic.fna	GCA_041393775.1	Candidatus Nanopelagicales bacterium (high G+C Gram-positive bacteria)	17	3218192	Bacteria	GCA_041393775.1_ASM4139377v1_genomic	454442	92.88	1.54	GCA_041393775.1_ASM4139377v1_genomic	0	9	0.0	12.253664761666666	9.552373655	29.30200118
GCA_041393795.1_ASM4139379v1_genomic.fna	GCA_041393795.1	Candidatus Nanopelagicales bacterium (high G+C Gram-positive bacteria)	56	2182582	Bacteria	GCA_041393795.1_ASM4139379v1_genomic	95715	47.87	0.99	GCA_041393795.1_ASM4139379v1_genomic	2	9	0.2222222222222222	7.390610547333334	5.312683562	18.8667855
GCA_041393815.1_ASM4139381v1_genomic.fna	GCA_041393815.1	Candidatus Nanopelagicales bacterium (high G+C Gram-positive bacteria)	10	4039043	Bacteria	GCA_041393815.1_ASM4139381v1_genomic	891596	100.0	0.35	GCA_041393815.1_ASM4139381v1_genomic	0	9	0.0	7.9464814729999995	5.896388472	19.908006
GCA_041393835.1_ASM4139383v1_genomic.fna	GCA_041393835.1	Gordonia sp. (in: high G+C Gram-positive bacteria) (high G+C Gram-positive bacteria)	10	4419461	Bacteria	GCA_041393835.1_ASM4139383v1_genomic	1090044	100.0	0.93	GCA_041393835.1_ASM4139383v1_genomic	0	9	0.0	3.3666850486666666	2.394352076	10.32927696
GCA_041393855.1_ASM4139385v1_genomic.fna	GCA_041393855.1	Mycobacterium sp. (high G+C Gram-positive bacteria)	18	3680236	Bacteria	GCA_041393855.1_ASM4139385v1_genomic	546389	88.64	0.01	GCA_041393855.1_ASM4139385v1_genomic	0	9	0.0	3.9352033858888884	3.567382035	5.651177912
GCA_041393875.1_ASM4139387v1_genomic.fna	GCA_041393875.1	Rhodococcus zopfii (high G+C Gram-positive bacteria)	3	5483724	Bacteria	GCA_041393875.1_ASM4139387v1_genomic	5477455	100.0	0.21	GCA_041393875.1_ASM4139387v1_genomic	0	9	0.0	3.877568964111111	2.167635939	11.0244403
GCA_041393895.1_ASM4139389v1_genomic.fna	GCA_041393895.1	Schumannella sp. (high G+C Gram-positive bacteria)	25	1849528	Bacteria	GCA_041393895.1_ASM4139389v1_genomic	156022	75.24	0.85	GCA_041393895.1_ASM4139389v1_genomic	0	9	0.0	2.233626879888889	2.064697875	3.340332834
GCA_041393925.1_ASM4139392v1_genomic.fna	GCA_041393925.1	Microbacterium sp. (high G+C Gram-positive bacteria)	79	1844833	Bacteria	GCA_041393925.1_ASM4139392v1_genomic	53141	47.7	1.45	GCA_041393925.1_ASM4139392v1_genomic	0	9	0.0	2.516122291666667	2.515450737	3.36170973
GCA_041393945.1_ASM4139394v1_genomic.fna	GCA_041393945.1	Microbacteriaceae bacterium (high G+C Gram-positive bacteria)	4	2290079	Bacteria	GCA_041393945.1_ASM4139394v1_genomic	1181606	87.72	0.0	GCA_041393945.1_ASM4139394v1_genomic	0	9	0.0	3.1633121892222222	2.12765091	6.745332103
GCA_041393965.1_ASM4139396v1_genomic.fna	GCA_041393965.1	Acidimicrobiia bacterium (actinobacteria)	4	2134623	Bacteria	GCA_041393965.1_ASM4139396v1_genomic	775741	95.09	0.16	GCA_041393965.1_ASM4139396v1_genomic	0	9	0.0	2.865774354777778	2.267746876	7.271888166
GCA_041393985.1_ASM4139398v1_genomic.fna	GCA_041393985.1	Bifidobacterium adolescentis (high G+C Gram-positive bacteria)	24	1065929	Bacteria	GCA_041393985.1_ASM4139398v1_genomic	77221	40.51	0.24	GCA_041393985.1_ASM4139398v1_genomic	0	9	0.0	1.9461478383333335	1.881396074	2.780948969
GCA_041394005.1_ASM4139400v1_genomic.fna	GCA_041394005.1	Microbacterium sp. (high G+C Gram-positive bacteria)	49	2611017	Bacteria	GCA_041394005.1_ASM4139400v1_genomic	123050	88.08	1.46	GCA_041394005.1_ASM4139400v1_genomic	0	9	0.0	2.387505825	2.200843879	4.645640786
GCA_041394025.1_ASM4139402v1_genomic.fna	GCA_041394025.1	Acidimicrobiia bacterium (actinobacteria)	6	3046778	Bacteria	GCA_041394025.1_ASM4139402v1_genomic	1605800	97.49	1.08	GCA_041394025.1_ASM4139402v1_genomic	0	9	0.0	3.226299435111111	2.196145598	7.470724062
GCA_041394045.1_ASM4139404v1_genomic.fna	GCA_041394045.1	Acidimicrobiales bacterium (actinobacteria)	54	3643735	Bacteria	GCA_041394045.1_ASM4139404v1_genomic	100728	62.42	0.05	GCA_041394045.1_ASM4139404v1_genomic	0	9	0.0	2.406871507	2.437059573	3.058252691
GCA_041394065.1_ASM4139406v1_genomic.fna	GCA_041394065.1	Acidimicrobiales bacterium (actinobacteria)	37	3539428	Bacteria	GCA_041394065.1_ASM4139406v1_genomic	229041	67.5	0.96	GCA_041394065.1_ASM4139406v1_genomic	0	9	0.0	2.0603629556666667	2.044419683	2.751500679
GCA_041394085.1_ASM4139408v1_genomic.fna	GCA_041394085.1	Acidimicrobiales bacterium (actinobacteria)	42	3559853	Bacteria	GCA_041394085.1_ASM4139408v1_genomic	145073	69.67	0.15	GCA_041394085.1_ASM4139408v1_genomic	0	9	0.0	2.029355320333333	1.964188084	2.746044575
GCA_041394105.1_ASM4139410v1_genomic.fna	GCA_041394105.1	Acidimicrobiales bacterium (actinobacteria)	33	4023535	Bacteria	GCA_041394105.1_ASM4139410v1_genomic	303794	79.63	0.43	GCA_041394105.1_ASM4139410v1_genomic	0	9	0.0	2.1122872923333333	2.172295969	2.627300032
GCA_041394125.1_ASM4139412v1_genomic.fna	GCA_041394125.1	Acidimicrobiales bacterium (actinobacteria)	27	2663135	Bacteria	GCA_041394125.1_ASM4139412v1_genomic	213877	60.8	0.02	GCA_041394125.1_ASM4139412v1_genomic	1	9	0.1111111111111111	2.0357995744444444	2.049695848	2.445276221
GCA_041394145.1_ASM4139414v1_genomic.fna	GCA_041394145.1	Acidimicrobiales bacterium (actinobacteria)	63	4928245	Bacteria	GCA_041394145.1_ASM4139414v1_genomic	178687	88.16	1.35	GCA_041394145.1_ASM4139414v1_genomic	0	9	0.0	2.121346244111111	1.979106859	3.316448956
GCA_041394165.1_ASM4139416v1_genomic.fna	GCA_041394165.1	Acidimicrobiales bacterium (actinobacteria)	25	4083789	Bacteria	GCA_041394165.1_ASM4139416v1_genomic	376623	80.21	0.62	GCA_041394165.1_ASM4139416v1_genomic	0	9	0.0	2.175157124111111	2.215992	2.917992348
GCA_041394185.1_ASM4139418v1_genomic.fna	GCA_041394185.1	Acidimicrobiales bacterium (actinobacteria)	7	4759287	Bacteria	GCA_041394185.1_ASM4139418v1_genomic	1239582	95.9	2.75	GCA_041394185.1_ASM4139418v1_genomic	0	9	0.0	2.3677244513333333	2.304544275	3.733028884
GCA_041394205.1_ASM4139420v1_genomic.fna	GCA_041394205.1	Acidimicrobiales bacterium (actinobacteria)	199	4828830	Bacteria	GCA_041394205.1_ASM4139420v1_genomic	44938	45.91	1.18	GCA_041394205.1_ASM4139420v1_genomic	0	9	0.0	2.355144552888889	2.264535802	2.819853322
GCA_041394225.1_ASM4139422v1_genomic.fna	GCA_041394225.1	Acidimicrobiales bacterium (actinobacteria)	80	3373504	Bacteria	GCA_041394225.1_ASM4139422v1_genomic	93514	49.09	2.26	GCA_041394225.1_ASM4139422v1_genomic	0	9	0.0	2.6952874955555557	2.397430993	3.870481719
GCA_041394245.1_ASM4139424v1_genomic.fna	GCA_041394245.1	Acidimicrobiales bacterium (actinobacteria)	8	4319872	Bacteria	GCA_041394245.1_ASM4139424v1_genomic	2946468	96.47	2.32	GCA_041394245.1_ASM4139424v1_genomic	0	9	0.0	3.118435877	2.536569459	7.741045204
GCA_041394265.1_ASM4139426v1_genomic.fna	GCA_041394265.1	Acidimicrobiales bacterium (actinobacteria)	6	5703361	Bacteria	GCA_041394265.1_ASM4139426v1_genomic	5081789	95.9	1.82	GCA_041394265.1_ASM4139426v1_genomic	0	9	0.0	2.6247391892222223	2.016278816	4.94220443
GCA_041394285.1_ASM4139428v1_genomic.fna	GCA_041394285.1	Acidimicrobiales bacterium (actinobacteria)	58	6896723	Bacteria	GCA_041394285.1_ASM4139428v1_genomic	263656	92.96	2.91	GCA_041394285.1_ASM4139428v1_genomic	0	9	0.0	3.203501089888889	3.350680146	5.019042268
GCA_041394305.1_ASM4139430v1_genomic.fna	GCA_041394305.1	Acidimicrobiales bacterium (actinobacteria)	89	6360143	Bacteria	GCA_041394305.1_ASM4139430v1_genomic	160208	79.66	3.33	GCA_041394305.1_ASM4139430v1_genomic	0	9	0.0	2.346635897888889	2.061464185	3.510147434
GCA_041394325.1_ASM4139432v1_genomic.fna	GCA_041394325.1	Microthrixaceae bacterium (actinobacteria)	12	3073973	Bacteria	GCA_041394325.1_ASM4139432v1_genomic	3044961	91.18	4.31	GCA_041394325.1_ASM4139432v1_genomic	0	9	0.0	2.3774638924444442	2.261336548	3.234025862
