scope	id	mode	n_landmarks	build_wall_s	peak_rss_kb	disk_bytes	bytes_per_landmark	reads	target
sketch	g023_GCF_900165415_1	fmh_scale_match8_s238	17693	2	140592	423692	23.9		
sketch	g023_GCF_900165415_1	fmh_s200_s200	21087	2	143212	506527	24.0		
sketch	g024_GCF_949488045_1	fmh_scale_match16_s239	8709	1	135508	197374	22.7		
sketch	g024_GCF_949488045_1	fmh_scale_match8_s313	6688	1	133640	150683	22.5		
sketch	g024_GCF_949488045_1	fmh_s200_s200	10383	1	135584	235983	22.7		
sketch	g025_GCA_902577605_1	fmh_scale_match16_s165	11322	2	137528	261031	23.1		
sketch	g025_GCA_902577605_1	fmh_scale_match8_s203	9190	2	135196	211266	23.0		
sketch	g025_GCA_902577605_1	fmh_s200_s200	9338	2	137216	214722	23.0		
sketch	g026_GCF_013149425_1	fmh_scale_match16_s182	31799	2	177668	806013	25.3		
sketch	g026_GCF_013149425_1	fmh_scale_match8_s231	24961	2	175600	630724	25.3		
sketch	g026_GCF_013149425_1	fmh_s200_s200	28867	1	176868	731033	25.3		
sketch	g027_GCF_030076545_1	fmh_scale_match16_s210	7981	2	135820	186756	23.4		
sketch	g027_GCF_030076545_1	fmh_scale_match8_s290	5763	2	135484	133973	23.2		
sketch	g027_GCF_030076545_1	fmh_s200_s200	8379	2	141356	196215	23.4		
sketch	g028_GCA_947311835_1	fmh_scale_match16_s188	11924	2	138088	271565	22.8		
sketch	g028_GCA_947311835_1	fmh_scale_match8_s223	10102	1	135012	229483	22.7		
sketch	g028_GCA_947311835_1	fmh_s200_s200	11220	1	137760	255287	22.8		
sketch	g029_GCF_001419005_1	fmh_scale_match16_s199	9354	1	135132	216712	23.2		
sketch	g029_GCF_001419005_1	fmh_scale_match8_s269	6902	1	133828	159163	23.1		
sketch	g029_GCF_001419005_1	fmh_s200_s200	9311	1	135372	215710	23.2		
sketch	g030_GCF_001498795_1	fmh_scale_match16_s190	8720	1	136808	207740	23.8		
sketch	g030_GCF_001498795_1	fmh_scale_match8_s257	6407	1	136252	151808	23.7		
sketch	g030_GCF_001498795_1	fmh_s200_s200	8263	1	136220	196711	23.8		
sketch	g031_GCA_902633145_1	fmh_scale_match16_s142	7478	1	134876	170874	22.9		
sketch	g031_GCA_902633145_1	fmh_scale_match8_s179	5932	1	135192	135180	22.8		
sketch	g031_GCA_902633145_1	fmh_s200_s200	5294	1	135228	120444	22.8		
sketch	g032_GCF_014266335_1	fmh_scale_match16_s162	16262	1	138400	375288	23.1		
sketch	g032_GCF_014266335_1	fmh_scale_match8_s202	13160	1	138376	302871	23.0		
sketch	g032_GCF_014266335_1	fmh_s200_s200	13294	1	138336	305976	23.0		
sketch	g033_GCF_004375015_1	fmh_scale_match16_s160	15049	1	138732	345330	22.9		
sketch	g033_GCF_004375015_1	fmh_scale_match8_s199	12157	1	138160	278158	22.9		
sketch	g033_GCF_004375015_1	fmh_s200_s200	12098	1	138128	276789	22.9		
sketch	g034_GCF_029537395_1	fmh_scale_match16_s154	18716	1	157272	467195	25.0		
sketch	g034_GCF_029537395_1	fmh_scale_match8_s195	14785	1	157432	367581	24.9		
sketch	g034_GCF_029537395_1	fmh_s200_s200	14430	1	157156	358641	24.9		
sketch	g035_GCF_021188895_1	fmh_scale_match16_s158	16982	1	148204	416090	24.5		
sketch	g035_GCF_021188895_1	fmh_scale_match8_s193	13856	1	147436	338593	24.4		
sketch	g035_GCF_021188895_1	fmh_s200_s200	13343	1	146380	325905	24.4		
sketch	g036_GCF_900251065_1	fmh_scale_match16_s163	17464	1	140256	412063	23.6		
sketch	g036_GCF_900251065_1	fmh_scale_match8_s198	14377	1	141164	338242	23.5		
sketch	g036_GCF_900251065_1	fmh_s200_s200	14213	1	139256	334305	23.5		
sketch	g037_GCF_002905435_1	fmh_scale_match16_s164	17681	2	138800	408966	23.1		
sketch	g037_GCF_002905435_1	fmh_scale_match8_s199	14579	1	140080	336235	23.1		
sketch	g037_GCF_002905435_1	fmh_s200_s200	14491	1	138848	334179	23.1		
sketch	g038_GCF_018999025_1	fmh_scale_match16_s162	17128	1	139232	396498	23.1		
sketch	g038_GCF_018999025_1	fmh_scale_match8_s196	14171	1	138720	327186	23.1		
sketch	g038_GCF_018999025_1	fmh_s200_s200	13877	1	138656	320277	23.1		
sketch	g039_GCF_014181205_1	fmh_scale_match16_s161	17103	2	142744	412711	24.1		
sketch	g039_GCF_014181205_1	fmh_scale_match8_s195	14174	1	141816	341120	24.1		
sketch	g039_GCF_014181205_1	fmh_s200_s200	13801	1	141868	332031	24.1		
sketch	g040_GCF_001971525_1	fmh_scale_match16_s163	16731	1	140244	399143	23.9		
sketch	g040_GCF_001971525_1	fmh_scale_match8_s197	13849	1	139456	329530	23.8		
sketch	g040_GCF_001971525_1	fmh_s200_s200	13634	1	139420	324326	23.8		
sketch	g041_GCF_900083065_1	fmh_scale_match16_s161	17179	1	141100	414623	24.1		
sketch	g041_GCF_900083065_1	fmh_scale_match8_s195	14218	1	140592	342237	24.1		
sketch	g041_GCF_900083065_1	fmh_s200_s200	13847	1	140464	333200	24.1		
sketch	g042_GCF_900082305_1	fmh_scale_match16_s163	17357	1	144956	420338	24.2		
sketch	g042_GCF_900082305_1	fmh_scale_match8_s197	14370	1	143628	346988	24.1		
sketch	g042_GCF_900082305_1	fmh_s200_s200	14158	1	143364	341802	24.1		
sketch	g043_GCF_006364675_1	fmh_scale_match16_s161	17022	1	155676	422905	24.8		
sketch	g043_GCF_006364675_1	fmh_scale_match8_s195	14062	1	155404	348445	24.8		
sketch	g043_GCF_006364675_1	fmh_s200_s200	13690	1	155920	339073	24.8		
sketch	g044_GCF_900458235_1	fmh_scale_match16_s162	17634	1	156840	438234	24.9		
sketch	g044_GCF_900458235_1	fmh_scale_match8_s196	14573	1	156952	361280	24.8		
sketch	g044_GCF_900458235_1	fmh_s200_s200	14276	1	157008	353841	24.8		
sketch	g045_GCA_002792115_1	fmh_scale_match16_s146	8975	1	134348	204277	22.8		
sketch	g045_GCA_002792115_1	fmh_scale_match8_s185	7084	1	138080	160730	22.7		
sketch	g045_GCA_002792115_1	fmh_s200_s200	6578	1	134388	149075	22.7		
sketch	g046_GCA_002254285_1	fmh_scale_match16_s158	14097	1	137860	320605	22.7		
sketch	g046_GCA_002254285_1	fmh_scale_match8_s194	11462	1	137012	259987	22.7		
sketch	g046_GCA_002254285_1	fmh_s200_s200	11123	1	137144	252192	22.7		
sketch	g047_GCA_029240435_1	fmh_scale_match16_s133	22858	1	140540	530614	23.2		
sketch	g047_GCA_029240435_1	fmh_scale_match8_s159	19087	1	139692	442372	23.2		
sketch	g047_GCA_029240435_1	fmh_s200_s200	15181	1	138156	350854	23.1		
sketch	g048_GCA_002504695_1	fmh_scale_match16_s119	13728	1	137948	314149	22.9		
sketch	g048_GCA_002504695_1	fmh_scale_match8_s142	11483	1	137612	262319	22.8		
sketch	g048_GCA_002504695_1	fmh_s200_s200	8164	2	134908	185700	22.7		
sketch	g049_GCA_949024825_1	fmh_scale_match16_s171	9022	2	134152	205397	22.8		
sketch	g049_GCA_949024825_1	fmh_scale_match8_s221	7044	1	134392	159755	22.7		
sketch	g049_GCA_949024825_1	fmh_s200_s200	7765	1	134600	176402	22.7		
sketch	g050_GCF_925281505_1	fmh_scale_match16_s128	18987	1	144408	465048	24.5		
sketch	g050_GCF_925281505_1	fmh_scale_match8_s162	14972	1	143436	365775	24.4		
sketch	g050_GCF_925281505_1	fmh_s200_s200	12050	1	144576	293516	24.4		
sketch	g051_GCA_964030905_1	fmh_scale_match16_s150	8502	1	143064	221763	26.1		
sketch	g051_GCA_964030905_1	fmh_scale_match8_s182	6965	1	142940	181287	26.0		
sketch	g051_GCA_964030905_1	fmh_s200_s200	6356	1	143068	165343	26.0		
sketch	g052_GCA_947444095_1	fmh_scale_match16_s161	13904	1	137812	316331	22.8		
sketch	g052_GCA_947444095_1	fmh_scale_match8_s202	11026	1	136824	250080	22.7		
sketch	g052_GCA_947444095_1	fmh_s200_s200	11136	1	137600	252621	22.7		
sketch	g053_GCA_902642205_1	fmh_scale_match16_s151	7627	1	135104	174991	22.9		
sketch	g053_GCA_902642205_1	fmh_scale_match8_s183	6279	1	134724	143821	22.9		
sketch	g053_GCA_902642205_1	fmh_s200_s200	5756	1	134920	131739	22.9		
sketch	g054_GCF_029536375_1	fmh_scale_match16_s146	38303	2	147812	914561	23.9		
sketch	g054_GCF_029536375_1	fmh_scale_match8_s190	29403	1	143924	699646	23.8		
sketch	g054_GCF_029536375_1	fmh_s200_s200	27915	1	143936	663650	23.8		
sketch	g055_GCA_963976755_1	fmh_scale_match16_s123	19685	1	137448	454486	23.1		
sketch	g055_GCA_963976755_1	fmh_scale_match8_s165	14735	1	138644	339367	23.0		
sketch	g055_GCA_963976755_1	fmh_s200_s200	12158	1	137556	279490	23.0		
sketch	g056_GCA_964022085_1	fmh_scale_match16_s139	15021	1	138748	344246	22.9		
sketch	g056_GCA_964022085_1	fmh_scale_match8_s172	12186	1	137524	278606	22.9		
sketch	g056_GCA_964022085_1	fmh_s200_s200	10462	1	134828	238621	22.8		
sketch	g057_GCA_948664835_1	fmh_scale_match16_s145	7569	1	134744	173416	22.9		
sketch	g057_GCA_948664835_1	fmh_scale_match8_s183	5969	1	135056	136331	22.8		
sketch	g057_GCA_948664835_1	fmh_s200_s200	5434	1	135304	123936	22.8		
sketch	g058_GCF_000322625_1	fmh_scale_match16_s125	16148	1	139320	382134	23.7		
sketch	g058_GCF_000322625_1	fmh_scale_match8_s160	12676	1	137664	299949	23.7		
sketch	g058_GCF_000322625_1	fmh_s200_s200	10126	1	135544	239581	23.7		
sketch	g059_GCA_949290325_1	fmh_scale_match16_s152	11000	2	137832	254399	23.1		
sketch	g059_GCA_949290325_1	fmh_scale_match8_s192	8791	1	135124	202660	23.1		
sketch	g059_GCA_949290325_1	fmh_s200_s200	8464	1	135120	195018	23.0		
sketch	g060_GCF_039566805_1	fmh_scale_match16_s129	15567	1	138352	356530	22.9		
sketch	g060_GCF_039566805_1	fmh_scale_match8_s160	12483	1	137572	285227	22.8		
sketch	g060_GCF_039566805_1	fmh_s200_s200	9896	1	135308	225538	22.8		
sketch	g061_GCF_027153465_1	fmh_scale_match16_s129	16403	1	139360	376817	23.0		
sketch	g061_GCF_027153465_1	fmh_scale_match8_s160	13282	1	138468	304464	22.9		
sketch	g061_GCF_027153465_1	fmh_s200_s200	10699	1	135620	244682	22.9		
sketch	g062_GCF_013778545_1	fmh_scale_match16_s128	16677	1	139340	397814	23.9		
sketch	g062_GCF_013778545_1	fmh_scale_match8_s159	13415	1	138828	319155	23.8		
sketch	g062_GCF_013778545_1	fmh_s200_s200	10680	1	137616	252982	23.7		
sketch	g063_GCF_004126365_1	fmh_scale_match16_s131	23553	2	142496	570565	24.2		
sketch	g063_GCF_004126365_1	fmh_scale_match8_s165	18647	1	140608	450525	24.2		
sketch	g063_GCF_004126365_1	fmh_s200_s200	15397	1	139952	370931	24.1		
sketch	g064_GCF_038899595_1	fmh_scale_match16_s131	22872	1	142372	537946	23.5		
sketch	g064_GCF_038899595_1	fmh_scale_match8_s165	18070	1	140728	423826	23.5		
sketch	g064_GCF_038899595_1	fmh_s200_s200	14930	1	139796	349216	23.4		
sketch	g065_GCA_018698955_1	fmh_scale_match16_s124	19630	1	139120	455353	23.2		
sketch	g065_GCA_018698955_1	fmh_scale_match8_s151	16134	1	138472	373613	23.2		
sketch	g065_GCA_018698955_1	fmh_s200_s200	12264	1	137280	283176	23.1		
sketch	g066_GCA_963517675_1	fmh_scale_match16_s130	21822	1	147116	530361	24.3		
sketch	g066_GCA_963517675_1	fmh_scale_match8_s163	17331	1	142188	420254	24.2		
sketch	g066_GCA_963517675_1	fmh_s200_s200	14126	1	141380	341523	24.2		
sketch	g067_GCA_025268635_1	fmh_scale_match16_s138	9516	1	141960	243230	25.6		
sketch	g067_GCA_025268635_1	fmh_scale_match8_s168	7824	1	145644	199968	25.6		
sketch	g067_GCA_025268635_1	fmh_s200_s200	6546	1	141876	167266	25.6		
sketch	g068_GCF_002902125_1	fmh_scale_match16_s131	18762	1	138808	430675	23.0		
sketch	g068_GCF_002902125_1	fmh_scale_match8_s161	15200	1	138784	348096	22.9		
sketch	g068_GCF_002902125_1	fmh_s200_s200	12226	1	138120	279072	22.8		
sketch	g069_GCF_008633485_1	fmh_scale_match16_s119	15244	1	141612	373389	24.5		
sketch	g069_GCF_008633485_1	fmh_scale_match8_s149	12166	1	140832	297213	24.4		
sketch	g069_GCF_008633485_1	fmh_s200_s200	9073	1	140160	220789	24.3		
sketch	g070_GCF_000729285_1	fmh_scale_match16_s132	22170	1	143612	540350	24.4		
sketch	g070_GCF_000729285_1	fmh_scale_match8_s166	17585	1	141860	427365	24.3		
sketch	g070_GCF_000729285_1	fmh_s200_s200	14503	1	140912	351521	24.2		
sketch	g071_GCF_029831825_1	fmh_scale_match16_s133	22184	1	149020	544713	24.6		
sketch	g071_GCF_029831825_1	fmh_scale_match8_s167	17646	1	147548	432075	24.5		
sketch	g071_GCF_029831825_1	fmh_s200_s200	14670	1	147040	358270	24.4		
sketch	g072_GCF_041755645_1	fmh_scale_match16_s132	21740	1	156984	539874	24.8		
sketch	g072_GCF_041755645_1	fmh_scale_match8_s166	17254	1	156976	427038	24.8		
sketch	g072_GCF_041755645_1	fmh_s200_s200	14265	2	157032	352063	24.7		
sketch	g073_GCA_950075365_1	fmh_scale_match16_s122	16034	1	138420	365657	22.8		
sketch	g073_GCA_950075365_1	fmh_scale_match8_s152	12829	1	138256	291936	22.8		
sketch	g073_GCA_950075365_1	fmh_s200_s200	9758	1	134992	221343	22.7		
sketch	g074_GCF_039666775_1	fmh_scale_match16_s112	16215	1	140100	386530	23.8		
sketch	g074_GCF_039666775_1	fmh_scale_match8_s142	12879	1	141272	306373	23.8		
sketch	g074_GCF_039666775_1	fmh_s200_s200	9163	1	136036	216864	23.7		
sketch	g075_GCA_019335925_1	fmh_scale_match16_s113	16064	1	138584	378932	23.6		
sketch	g075_GCA_019335925_1	fmh_scale_match8_s144	12684	1	137608	298458	23.5		
sketch	g075_GCA_019335925_1	fmh_s200_s200	9180	1	137564	215038	23.4		
sketch	g076_GCA_018374945_1	fmh_scale_match16_s119	27928	1	144932	647813	23.2		
sketch	g076_GCA_018374945_1	fmh_scale_match8_s152	21913	1	142804	506968	23.1		
sketch	g076_GCA_018374945_1	fmh_s200_s200	16631	3	140448	383243	23.0		
sketch	g077_GCF_006439815_1	fmh_scale_match16_s199	7939	1	134352	181967	22.9		
sketch	g077_GCF_006439815_1	fmh_scale_match8_s260	6080	1	134636	138681	22.8		
sketch	g077_GCF_006439815_1	fmh_s200_s200	7896	1	134552	180968	22.9		
sketch	g078_GCF_016506385_1	fmh_scale_match16_s135	28947	2	146140	697917	24.1		
sketch	g078_GCF_016506385_1	fmh_scale_match8_s165	23622	1	146540	568211	24.1		
sketch	g078_GCF_016506385_1	fmh_s200_s200	19419	1	141716	465730	24.0		
sketch	g079_GCA_905193125_1	fmh_scale_match16_s115	21125	1	140216	488550	23.1		
sketch	g079_GCA_905193125_1	fmh_scale_match8_s138	17694	1	139564	408573	23.1		
sketch	g079_GCA_905193125_1	fmh_s200_s200	12277	1	138012	281968	23.0		
sketch	g080_GCA_030500575_1	fmh_scale_match16_s131	30313	1	167148	755105	24.9		
sketch	g080_GCA_030500575_1	fmh_scale_match8_s160	24803	1	166936	615781	24.8		
sketch	g080_GCA_030500575_1	fmh_s200_s200	19883	1	167056	492100	24.7		
sketch	g081_GCF_041477265_1	fmh_scale_match16_s136	29582	1	144376	709766	24.0		
sketch	g081_GCF_041477265_1	fmh_scale_match8_s163	24505	1	143160	586671	23.9		
sketch	g081_GCF_041477265_1	fmh_s200_s200	19927	1	142080	475534	23.9		
sketch	g082_GCF_000582295_1	fmh_scale_match16_s135	28477	2	142400	682858	24.0		
sketch	g082_GCF_000582295_1	fmh_scale_match8_s166	23136	1	141136	552735	23.9		
sketch	g082_GCF_000582295_1	fmh_s200_s200	19200	1	139684	457517	23.8		
sketch	g083_GCF_028402465_1	fmh_scale_match16_s136	29616	1	142092	697391	23.5		
sketch	g083_GCF_028402465_1	fmh_scale_match8_s167	23987	1	141880	563713	23.5		
sketch	g083_GCF_028402465_1	fmh_s200_s200	20149	1	139484	472318	23.4		
sketch	g084_GCF_900035615_1	fmh_scale_match16_s113	19966	1	140048	480515	24.1		
sketch	g084_GCF_900035615_1	fmh_scale_match8_s143	15784	1	139340	379178	24.0		
sketch	g084_GCF_900035615_1	fmh_s200_s200	11238	2	137356	269414	24.0		
sketch	g085_GCF_009721145_1	fmh_scale_match16_s112	20854	2	139312	490781	23.5		
sketch	g085_GCF_009721145_1	fmh_scale_match8_s142	16412	1	138208	385510	23.5		
sketch	g085_GCF_009721145_1	fmh_s200_s200	11572	1	137448	271163	23.4		
sketch	g086_GCF_001201875_1	fmh_scale_match16_s104	20628	3	139600	477915	23.2		
sketch	g086_GCF_001201875_1	fmh_scale_match8_s131	16412	2	138924	379249	23.1		
sketch	g086_GCF_001201875_1	fmh_s200_s200	10759	2	136832	247289	23.0		
sketch	g087_GCF_019457365_1	fmh_scale_match16_s102	20270	2	139560	472813	23.3		
sketch	g087_GCF_019457365_1	fmh_scale_match8_s129	15987	2	136908	372010	23.3		
sketch	g087_GCF_019457365_1	fmh_s200_s200	10271	2	135860	237470	23.1		
sketch	g088_GCF_900063445_2	fmh_scale_match16_s103	19931	2	141352	478854	24.0		
sketch	g088_GCF_900063445_2	fmh_scale_match8_s130	15787	1	139516	377987	23.9		
sketch	g088_GCF_900063445_2	fmh_s200_s200	10290	1	138288	244935	23.8		
sketch	g089_GCF_900188815_1	fmh_scale_match16_s101	19734	2	139948	458000	23.2		
sketch	g089_GCF_900188815_1	fmh_scale_match8_s128	15561	1	139252	360243	23.2		
sketch	g089_GCF_900188815_1	fmh_s200_s200	9916	1	135292	228142	23.0		
sketch	g090_GCF_039562545_1	fmh_scale_match16_s102	19955	1	140180	469031	23.5		
sketch	g090_GCF_039562545_1	fmh_scale_match8_s129	15760	1	140576	369539	23.4		
sketch	g090_GCF_039562545_1	fmh_s200_s200	10161	1	135692	236688	23.3		
sketch	g091_GCA_903843675_1	fmh_scale_match16_s123	9309	1	133492	212908	22.9		
sketch	g091_GCA_903843675_1	fmh_scale_match8_s150	7619	1	134444	173996	22.8		
sketch	g091_GCA_903843675_1	fmh_s200_s200	5676	1	134692	129305	22.8		
sketch	g092_GCF_963976385_1	fmh_scale_match16_s166	22112	1	140760	517799	23.4		
sketch	g092_GCF_963976385_1	fmh_scale_match8_s202	18125	1	139868	423286	23.4		
sketch	g092_GCF_963976385_1	fmh_s200_s200	18319	1	139956	427912	23.4		
sketch	g093_GCA_035328325_1	fmh_scale_match16_s180	13918	1	138372	317494	22.8		
sketch	g093_GCA_035328325_1	fmh_scale_match8_s220	11406	1	136924	259441	22.7		
sketch	g093_GCA_035328325_1	fmh_s200_s200	12553	1	135440	285943	22.8		
sketch	g094_GCF_013012845_1	fmh_scale_match16_s124	18154	1	141484	438336	24.1		
sketch	g094_GCF_013012845_1	fmh_scale_match8_s151	14870	1	140824	358321	24.1		
sketch	g094_GCF_013012845_1	fmh_s200_s200	11280	1	143752	270737	24.0		
sketch	g095_GCF_003434285_1	fmh_scale_match16_s100	31535	1	144316	765990	24.3		
sketch	g095_GCF_003434285_1	fmh_scale_match8_s122	25810	1	142752	625733	24.2		
sketch	g095_GCF_003434285_1	fmh_s200_s200	15576	1	144036	375220	24.1		
sketch	g096_GCA_016235125_1	fmh_scale_match16_s134	26612	1	146468	650694	24.5		
sketch	g096_GCA_016235125_1	fmh_scale_match8_s166	21524	1	146256	525010	24.4		
sketch	g096_GCA_016235125_1	fmh_s200_s200	17848	1	147880	434199	24.3		
sketch	g097_GCA_039802205_1	fmh_scale_match16_s107	24793	1	143068	570005	23.0		
sketch	g097_GCA_039802205_1	fmh_scale_match8_s132	20164	1	140200	462593	22.9		
sketch	g097_GCA_039802205_1	fmh_s200_s200	13286	1	138236	303253	22.8		
sketch	g098_GCF_014305555_1	fmh_scale_match16_s106	34725	1	146484	835385	24.1		
sketch	g098_GCF_014305555_1	fmh_scale_match8_s132	27863	1	143720	668935	24.0		
sketch	g098_GCF_014305555_1	fmh_s200_s200	18410	1	142612	439564	23.9		
sketch	g099_GCA_949380125_1	fmh_scale_match16_s109	17875	1	138960	407815	22.8		
sketch	g099_GCA_949380125_1	fmh_scale_match8_s135	14391	1	137944	327740	22.8		
sketch	g099_GCA_949380125_1	fmh_s200_s200	9850	1	135012	223324	22.7		
sketch	g100_GCF_040141925_1	fmh_scale_match16_s131	33312	1	147504	799120	24.0		
sketch	g100_GCF_040141925_1	fmh_scale_match8_s152	28723	1	146728	687768	23.9		
sketch	g100_GCF_040141925_1	fmh_s200_s200	21788	1	144460	519802	23.9		
sketch	g101_GCA_948604895_1	fmh_scale_match16_s122	20724	1	140148	475738	23.0		
sketch	g101_GCA_948604895_1	fmh_scale_match8_s157	16015	1	138932	366906	22.9		
sketch	g101_GCA_948604895_1	fmh_s200_s200	12581	1	138276	287406	22.8		
sketch	g102_GCF_021076085_1	fmh_scale_match16_s106	20157	1	151132	516795	25.6		
sketch	g102_GCF_021076085_1	fmh_scale_match8_s134	15906	2	151180	407112	25.6		
sketch	g102_GCF_021076085_1	fmh_s200_s200	10626	1	151112	270513	25.5		
sketch	g103_GCA_003463955_1	fmh_scale_match16_s111	56190	2	157428	1325396	23.6		
sketch	g103_GCA_003463955_1	fmh_scale_match8_s141	44253	2	153284	1041002	23.5		
sketch	g103_GCA_003463955_1	fmh_s200_s200	31318	2	143348	733256	23.4		
sketch	g104_GCF_001435495_1	fmh_scale_match16_s108	16707	2	139112	382219	22.9		
sketch	g104_GCF_001435495_1	fmh_scale_match8_s136	13196	1	137668	301332	22.8		
sketch	g104_GCF_001435495_1	fmh_s200_s200	8970	1	135136	203962	22.7		
sketch	g105_GCF_004355265_1	fmh_scale_match16_s112	17833	2	148084	444421	24.9		
sketch	g105_GCF_004355265_1	fmh_scale_match8_s146	13754	1	148124	341846	24.9		
sketch	g105_GCF_004355265_1	fmh_s200_s200	10014	1	148180	247837	24.7		
sketch	g106_GCA_036152535_1	fmh_scale_match16_s103	21917	1	139988	507984	23.2		
sketch	g106_GCA_036152535_1	fmh_scale_match8_s130	17308	1	138604	400508	23.1		
sketch	g106_GCA_036152535_1	fmh_s200_s200	11352	1	137368	261461	23.0		
sketch	g107_GCF_002865325_1	fmh_scale_match16_s96	35856	1	146208	843083	23.5		
sketch	g107_GCF_002865325_1	fmh_scale_match8_s118	29331	2	142480	688203	23.5		
sketch	g107_GCF_002865325_1	fmh_s200_s200	17307	2	139400	403589	23.3		
sketch	g108_GCF_008329425_1	fmh_scale_match16_s106	61485	2	157656	1495481	24.3		
sketch	g108_GCF_008329425_1	fmh_scale_match8_s135	48178	1	154316	1169291	24.3		
sketch	g108_GCF_008329425_1	fmh_s200_s200	32529	2	147648	785410	24.1		
sketch	g109_GCF_002285555_1	fmh_scale_match16_s107	31835	2	158836	792078	24.9		
sketch	g109_GCF_002285555_1	fmh_scale_match8_s125	27362	2	157628	679935	24.8		
sketch	g109_GCF_002285555_1	fmh_s200_s200	17119	1	154380	422583	24.7		
sketch	g110_GCA_948772605_1	fmh_scale_match16_s154	14157	1	139604	338905	23.9		
sketch	g110_GCA_948772605_1	fmh_scale_match8_s219	9996	1	136384	238180	23.8		
sketch	g110_GCA_948772605_1	fmh_s200_s200	10925	1	138784	260665	23.9		
sketch	g111_GCF_026966615_1	fmh_scale_match16_s104	50066	2	160948	1199918	24.0		
sketch	g111_GCF_026966615_1	fmh_scale_match8_s134	38820	2	146588	928364	23.9		
sketch	g111_GCF_026966615_1	fmh_s200_s200	25977	2	143524	617878	23.8		
sketch	g112_GCF_023571865_1	fmh_scale_match16_s120	35149	2	149100	862331	24.5		
sketch	g112_GCF_023571865_1	fmh_scale_match8_s153	27571	2	146948	674546	24.5		
sketch	g112_GCF_023571865_1	fmh_s200_s200	21227	1	145396	517341	24.4		
sketch	g113_GCA_948952525_1	fmh_scale_match16_s110	57097	2	157260	1315186	23.0		
sketch	g113_GCA_948952525_1	fmh_scale_match8_s141	44440	2	152012	1021112	23.0		
sketch	g113_GCA_948952525_1	fmh_s200_s200	31267	2	142808	715107	22.9		
sketch	g114_GCF_035809495_1	fmh_scale_match16_s120	33604	2	148636	822425	24.5		
sketch	g114_GCF_035809495_1	fmh_scale_match8_s152	26532	1	146804	647727	24.4		
sketch	g114_GCF_035809495_1	fmh_s200_s200	20202	2	144632	491265	24.3		
sketch	g115_GCA_029573525_1	fmh_scale_match16_s133	27933	2	141804	645926	23.1		
sketch	g115_GCA_029573525_1	fmh_scale_match8_s159	23408	1	140752	540321	23.1		
sketch	g115_GCA_029573525_1	fmh_s200_s200	18659	2	139016	429279	23.0		
sketch	g116_GCF_036672425_1	fmh_scale_match16_s100	36292	1	146032	872091	24.0		
sketch	g116_GCF_036672425_1	fmh_scale_match8_s118	30737	1	144516	737620	24.0		
sketch	g116_GCF_036672425_1	fmh_s200_s200	18175	1	141088	433267	23.8		
sketch	g117_GCA_039962665_1	fmh_scale_match16_s103	36122	1	145812	883958	24.5		
sketch	g117_GCA_039962665_1	fmh_scale_match8_s121	30824	1	145896	753335	24.4		
sketch	g117_GCA_039962665_1	fmh_s200_s200	18574	1	143044	451018	24.3		
sketch	g118_GCA_040266335_1	fmh_scale_match16_s92	21066	1	143968	482116	22.9		
sketch	g118_GCA_040266335_1	fmh_scale_match8_s114	17004	1	139280	388526	22.8		
sketch	g118_GCA_040266335_1	fmh_s200_s200	9714	1	135432	220492	22.7		
sketch	g119_GCF_025245865_1	fmh_scale_match16_s94	33562	1	159348	837987	25.0		
sketch	g119_GCF_025245865_1	fmh_scale_match8_s117	27049	1	158740	673664	24.9		
sketch	g119_GCF_025245865_1	fmh_s200_s200	15778	1	158664	390239	24.7		
sketch	g120_GCA_041842105_1	fmh_scale_match16_s111	15166	1	138676	352435	23.2		
sketch	g120_GCA_041842105_1	fmh_scale_match8_s147	11423	1	141756	265276	23.2		
sketch	g120_GCA_041842105_1	fmh_s200_s200	8399	1	134724	194767	23.2		
sketch	g121_GCA_028719005_1	fmh_scale_match16_s119	14943	1	140732	340851	22.8		
sketch	g121_GCA_028719005_1	fmh_scale_match8_s157	11345	1	137844	258040	22.7		
sketch	g121_GCA_028719005_1	fmh_s200_s200	8866	1	134960	200989	22.7		
sketch	g122_GCA_029060285_1	fmh_scale_match16_s93	34856	1	143624	797780	22.9		
sketch	g122_GCA_029060285_1	fmh_scale_match8_s115	28167	1	141692	643532	22.8		
sketch	g122_GCA_029060285_1	fmh_s200_s200	16192	1	139144	367607	22.7		
sketch	g123_GCA_016777485_1	fmh_scale_match16_s108	15977	1	139308	370052	23.2		
sketch	g123_GCA_016777485_1	fmh_scale_match8_s140	12323	1	141564	284673	23.1		
sketch	g123_GCA_016777485_1	fmh_s200_s200	8592	1	134540	197621	23.0		
sketch	g124_GCA_040219735_1	fmh_scale_match16_s95	77507	1	160836	1803534	23.3		
sketch	g124_GCA_040219735_1	fmh_scale_match8_s121	60980	2	156028	1416138	23.2		
sketch	g124_GCA_040219735_1	fmh_s200_s200	36785	2	144256	848891	23.1		
sketch	g125_GCA_003519705_1	fmh_scale_match16_s117	11862	1	137008	270551	22.8		
sketch	g125_GCA_003519705_1	fmh_scale_match8_s153	9075	1	135076	206528	22.8		
sketch	g125_GCA_003519705_1	fmh_s200_s200	6939	1	134192	157428	22.7		
sketch	g126_GCF_019271115_1	fmh_scale_match16_s116	40623	1	185960	1011386	24.9		
